,negative_format,year,budget,genres,film_type
700,35 mm,2007,14000000,Drama,F
701,35 mm,2007,10000000,Mystery,F
702,35 mm,2007,10000000,Horror,F
703,35 mm,2007,75000000,History,F
704,35 mm,2007,75000000,Drama,F
705,35 mm,2007,75000000,Comedy,F
706,35 mm,2007,75000000,Biography,F
707,Video,2007,205000000,Fantasy,F
708,Video,2007,205000000,Family,F
709,Video,2007,205000000,Adventure,F
710,Digital,2007,35000000,Comedy,D
711,Video,2007,205000000,Fantasy,D
712,Digital,2007,35000000,Family,D
713,Digital,2007,35000000,Sci-Fi,D
714,35 mm,2007,40000000,Music,F
715,35 mm,2007,75000000,Musical,F
716,35 mm,2007,40000000,Comedy,F
717,35 mm,2007,45000000,Thriller,F
718,35 mm,2007,45000000,Sci-Fi,F
719,35 mm,2007,45000000,Horror,F
720,35 mm,2007,45000000,Action,F
721,35 mm,2007,30000000,War,F
722,35 mm,2007,30000000,Romance,F
723,35 mm,2007,30000000,Mystery,F
724,35 mm,2007,30000000,Drama,F
725,35 mm,2007,50000000,Thriller,F
726,35 mm,2007,50000000,Musical,F
727,35 mm,2007,50000000,Horror,F
728,35 mm,2007,50000000,Drama,F
729,35 mm,2007,48000000,Western,F
730,35 mm,2007,48000000,Drama,F
731,35 mm,2007,48000000,Crime,F
732,35 mm,2007,48000000,Adventure,F
733,35 mm,2007,30000000,Romance,F
734,35 mm,2007,30000000,Drama,F
735,Digital,2007,35000000,Fantasy,D
736,Video,2007,205000000,Family,D
737,Digital,2007,35000000,Animation,D
738,35 mm,2007,205000000,Fantasy,F
739,35 mm,2007,22000000,Comedy,F
740,35 mm,2007,45000000,Drama,F
741,35 mm,2007,45000000,Comedy,F
742,35 mm,2007,45000000,Adventure,F
743,35 mm,2007,60000000,Romance,F
744,35 mm,2007,60000000,Comedy,F
745,Digital,2007,150000000,Sci-Fi,D
746,Digital,2007,150000000,Family,D
747,Digital,2007,150000000,Animation,D
748,Digital,2007,150000000,Adventure,D
749,35 mm,2007,22000000,Family,F
750,35 mm,2007,175000000,Fantasy,F
751,35 mm,2007,175000000,Comedy,F
752,35 mm,2007,120000000,Thriller,F
753,35 mm,2007,120000000,Horror,F
754,35 mm,2007,120000000,Fantasy,F
755,35 mm,2007,120000000,Action,F
756,35 mm,2007,85000000,Thriller,F
757,35 mm,2007,85000000,Crime,F
758,Video,2007,205000000,Adventure,D
759,35 mm,2007,61000000,Sport,F
760,35 mm,2007,61000000,Comedy,F
761,35 mm,2007,175000000,Family,F
762,35 mm,2007,22000000,Sport,F
763,Digital,2007,150000000,Comedy,D
764,35 mm,2007,205000000,Adventure,F
765,35 mm,2007,205000000,Family,F
766,35 mm,2007,25000000,Adventure,F
767,35 mm,2007,205000000,Fantasy,D
768,35 mm,2007,205000000,Family,D
769,35 mm,2007,205000000,Adventure,D
770,35 mm,2007,22500000,Horror,F
771,35 mm,2007,100000000,Fantasy,F
772,35 mm,2007,100000000,Comedy,F
773,35 mm,2007,25000000,Thriller,F
774,35 mm,2007,25000000,Drama,F
775,35 mm,2007,25000000,Crime,F
776,35 mm,2007,100000000,Family,F
777,35 mm,2007,25000000,Family,F
778,35 mm,2007,20000000,Mystery,F
779,35 mm,2007,20000000,Drama,F
780,Digital,2007,150000000,Fantasy,D
781,Digital,2007,150000000,Animation,D
782,Digital,2007,150000000,Adventure,D
783,Digital,2007,150000000,Action,D
784,35 mm,2007,25000000,Fantasy,F
785,35 mm,2007,20000000,Thriller,F
786,35 mm,2007,25000000,Drama,F
787,Video,2008,120000000,Sci-Fi,D
788,Video,2008,120000000,Sport,D
789,35 mm,2008,18000000,Horror,F
790,35 mm,2008,18000000,Mystery,F
791,35 mm,2008,27500000,Comedy,F
792,35 mm,2008,47500000,Action,F
793,35 mm,2008,47500000,Thriller,F
794,35 mm,2008,47500000,War,F
795,Video,2008,120000000,Family,D
796,35 mm,2008,37000000,Family,F
797,Video,2008,120000000,Action,D
798,35 mm,2008,37000000,Fantasy,F
799,35 mm,2008,27000000,Family,F
800,35 mm,2008,27000000,Drama,F
801,35 mm,2008,27000000,Comedy,F
802,35 mm,2008,0,Family,F
803,35 mm,2008,0,Drama,F
804,35 mm,2008,0,Comedy,F
805,35 mm,2008,0,Adventure,F
806,35 mm,2008,40000000,Romance,F
807,35 mm,2008,40000000,Comedy,F
808,35 mm,2008,27500000,Romance,F
809,35 mm,2008,27000000,Romance,F
810,35 mm,2008,20000000,Comedy,F
811,Video,2008,35000000,Mystery,F
812,35 mm,2008,20000000,Romance,F
813,35 mm,2008,60000000,Action,F
814,35 mm,2008,37000000,Comedy,F
815,Video,2008,35000000,Thriller,F
816,Video,2008,35000000,Drama,F
817,Video,2008,35000000,Crime,F
818,Video,2008,35000000,Action,F
819,Video,2008,35000000,Thriller,D
820,Video,2008,35000000,Mystery,D
821,Video,2008,35000000,Drama,D
822,Video,2008,35000000,Crime,D
823,Video,2008,35000000,Action,D
824,35 mm,2008,35000000,Thriller,F
825,35 mm,2008,35000000,Mystery,F
826,35 mm,2008,35000000,Drama,F
827,35 mm,2008,35000000,Crime,F
828,35 mm,2008,35000000,Action,F
829,35 mm,2008,35000000,Thriller,D
830,35 mm,2008,35000000,Mystery,D
831,35 mm,2008,35000000,Drama,D
832,35 mm,2008,35000000,Crime,D
833,35 mm,2008,35000000,Action,D
834,35 mm,2008,30000000,Romance,F
835,35 mm,2008,30000000,Drama,F
836,35 mm,2008,20000000,Drama,F
837,35 mm,2008,37000000,Adventure,F
838,35 mm,2008,72500000,Comedy,F
839,Video,2008,25000000,Comedy,D
840,35 mm,2008,17500000,Music,F
841,35 mm,2008,17500000,Drama,F
842,35 mm,2008,37000000,Drama,F
843,35 mm,2008,37000000,Crime,F
844,35 mm,2008,37000000,Comedy,F
845,35 mm,2008,30000000,Comedy,F
846,35 mm,2008,30000000,Romance,F
847,35 mm,2008,30000000,Drama,F
848,35 mm,2008,30000000,Comedy,F
849,35 mm,2008,60000000,Thriller,F
850,35 mm,2008,60000000,Sci-Fi,F
851,35 mm,2008,60000000,Comedy,F
852,HDCAM,2008,6500000,Music,D
853,HDCAM,2008,6500000,Documentary,D
854,35 mm,2008,28000000,Comedy,F
855,35 mm,2008,54000000,Romance,F
856,35 mm,2008,54000000,Drama,F
857,35 mm,2008,72500000,Thriller,F
858,35 mm,2008,72500000,Romance,F
859,35 mm,2008,72500000,Adventure,F
860,35 mm,2008,72500000,Action,F
861,35 mm,2008,92500000,Fantasy,F
862,35 mm,2008,60000000,Crime,F
863,35 mm,2008,17500000,Romance,F
864,Video,2008,25000000,Romance,D
865,35 mm,2008,10800000,Horror,F
866,35 mm,2008,9000000,Horror,F
867,35 mm,2008,130000000,War,F
868,35 mm,2008,130000000,Romance,F
869,35 mm,2008,130000000,Drama,F
870,35 mm,2008,130000000,Adventure,F
871,Digital,2008,60000000,Fantasy,D
872,Digital,2008,60000000,Family,D
873,Digital,2008,60000000,Comedy,D
874,Digital,2008,60000000,Animation,D
875,Digital,2008,60000000,Adventure,D
876,HDCAM,2008,55000000,Fantasy,F
877,HDCAM,2008,55000000,Adventure,F
878,HDCAM,2008,55000000,Action,F
879,HDCAM,2008,55000000,Fantasy,D
880,HDCAM,2008,55000000,Adventure,D
881,HDCAM,2008,55000000,Action,D
882,35 mm,2008,55000000,Fantasy,F
883,35 mm,2008,55000000,Adventure,F
884,35 mm,2008,55000000,Action,F
885,35 mm,2008,55000000,Fantasy,D
886,35 mm,2008,55000000,Adventure,D
887,35 mm,2008,55000000,Action,D
888,35 mm,2008,9000000,Thriller,F
889,35 mm,2008,9000000,Mystery,F
890,35 mm,2008,10800000,Mystery,F
891,35 mm,2008,60000000,Drama,F
892,35 mm,2008,25000000,Crime,F
893,35 mm,2008,60000000,Thriller,F
894,Digital,2008,37000000,Adventure,D
895,35 mm,2008,35000000,Mystery,F
896,35 mm,2008,35000000,Horror,F
897,35 mm,2008,58000000,Sport,F
898,35 mm,2008,58000000,Romance,F
899,35 mm,2008,58000000,Drama,F
900,35 mm,2008,58000000,Comedy,F
901,35 mm,2008,12000000,Thriller,F
902,35 mm,2008,12000000,Mystery,F
903,35 mm,2008,12000000,Horror,F
904,35 mm,2008,24000000,Romance,F
905,35 mm,2008,24000000,Comedy,F
906,35 mm,2008,10000000,Romance,F
907,35 mm,2008,10000000,Music,F
908,35 mm,2008,10000000,Drama,F
909,35 mm,2008,10000000,Comedy,F
910,Video,2008,12000000,Thriller,D
911,Video,2008,12000000,Horror,D
912,35 mm,2008,30000000,Thriller,F
913,35 mm,2008,30000000,Mystery,F
914,35 mm,2008,30000000,Crime,F
915,35 mm,2008,30000000,Adventure,F
916,35 mm,2008,30000000,Action,F
917,Digital,2008,37000000,Animation,D
918,35 mm,2008,20000000,Romance,F
919,Digital,2008,37000000,Comedy,D
920,Digital,2008,37000000,Sci-Fi,D
921,Video,2008,25000000,Thriller,F
922,Video,2008,25000000,Crime,F
923,Video,2008,25000000,Action,F
924,Video,2008,25000000,Thriller,D
925,Video,2008,25000000,Crime,D
926,Video,2008,25000000,Action,D
927,35 mm,2008,25000000,Thriller,F
928,35 mm,2008,92500000,Family,F
929,35 mm,2008,25000000,Action,F
930,35 mm,2008,25000000,Thriller,D
931,35 mm,2008,25000000,Crime,D
932,35 mm,2008,25000000,Action,D
933,,2008,50000000,Action,U
934,,2008,50000000,Short,U
935,35 mm,2008,16000000,Drama,F
936,35 mm,2008,16000000,Comedy,F
937,35 mm,2008,35000000,Thriller,F
938,35 mm,2008,35000000,Mystery,F
939,35 mm,2008,35000000,Crime,F
940,Digital,2008,20000000,Thriller,D
941,Digital,2008,20000000,Romance,D
942,Digital,2008,20000000,Drama,D
943,Digital,2008,20000000,Crime,D
944,Digital,2008,37000000,Family,D
945,35 mm,2008,60000000,Mystery,F
946,35 mm,2008,20000000,History,F
947,35 mm,2008,20000000,Biography,F
948,35 mm,2008,55000000,History,F
949,35 mm,2008,55000000,Drama,F
950,35 mm,2008,55000000,Crime,F
951,35 mm,2008,55000000,Biography,F
952,35 mm,2008,65000000,Thriller,F
953,35 mm,2008,65000000,Sci-Fi,F
954,35 mm,2008,65000000,Action,F
955,35 mm,2008,0,Drama,F
956,35 mm,2008,11000000,Drama,F
957,35 mm,2008,0,Drama,F
958,35 mm,2008,0,Crime,F
959,35 mm,2008,0,Comedy,F
960,35 mm,2008,12000000,Comedy,F
961,35 mm,2008,12000000,Adventure,F
962,35 mm,2008,30000000,Comedy,F
963,35 mm,2008,20000000,Thriller,F
964,35 mm,2008,20000000,Drama,F
965,35 mm,2008,20000000,Crime,F
966,35 mm,2008,67500000,War,F
967,35 mm,2008,67500000,Thriller,F
968,35 mm,2008,67500000,Romance,F
969,35 mm,2008,67500000,Drama,F
970,35 mm,2008,67500000,Action,F
971,35 mm,2008,55000000,Mystery,F
972,35 mm,2008,20000000,Drama,F
973,35 mm,2008,55000000,Thriller,F
974,Digital,2008,8500000,Adventure,D
975,16 mm,2008,20000000,Romance,F
976,16 mm,2008,20000000,History,F
977,16 mm,2008,20000000,Drama,F
978,16 mm,2008,20000000,Biography,F
979,35 mm,2008,62000000,Sport,F
980,35 mm,2008,62000000,Romance,F
981,35 mm,2008,62000000,Comedy,F
982,35 mm,2008,7000000,Romance,F
983,35 mm,2008,7000000,Drama,F
984,35 mm,2008,7000000,Comedy,F
985,35 mm,2008,40000000,Drama,F
986,35 mm,2008,40000000,Comedy,F
987,35 mm,2008,20000000,Mystery,F
988,35 mm,2008,20000000,Drama,F
989,Apple Pro Res 422,2008,500000,Romance,D
990,Apple Pro Res 422,2008,500000,Drama,D
991,35 mm,2008,55000000,Sport,F
992,35 mm,2008,55000000,Comedy,F
993,35 mm,2008,32500000,Romance,F
994,35 mm,2008,32500000,Drama,F
995,Digital,2008,8500000,Sci-Fi,D
996,Digital,2008,8500000,Fantasy,D
997,Digital,2008,8500000,Animation,D
998,Digital,2008,8500000,Action,D
999,35 mm,2008,92500000,Adventure,F
1000,35 mm,2008,30000000,Romance,F
1001,35 mm,2008,40000000,Mystery,F
1002,35 mm,2008,75000000,Crime,F
1003,35 mm,2008,75000000,Action,F
1004,35 mm,2008,137500000,Sci-Fi,F
1005,35 mm,2008,137500000,Adventure,F
1006,35 mm,2008,137500000,Action,F
1007,Video,2008,14000000,Drama,F
1008,Video,2008,14000000,Drama,D
1009,Digital,2008,14000000,Drama,F
1010,Digital,2008,14000000,Drama,D
1011,35 mm,2008,14000000,Drama,F
1012,35 mm,2008,14000000,Drama,D
1013,35 mm,2008,225000000,Fantasy,F
1014,35 mm,2008,225000000,Family,F
1015,35 mm,2008,225000000,Adventure,F
1016,35 mm,2008,225000000,Action,F
1017,35 mm,2008,60000000,Family,F
1018,35 mm,2008,60000000,Drama,F
1019,35 mm,2008,60000000,Comedy,F
1020,35 mm,2008,52000000,Romance,F
1021,35 mm,2008,52000000,Musical,F
1022,35 mm,2008,52000000,Family,F
1023,35 mm,2008,52000000,Comedy,F
1024,35 mm,2008,25000000,Drama,F
1025,35 mm,2008,75000000,Fantasy,F
1026,35 mm,2008,57500000,Romance,F
1027,35 mm,2008,75000000,Thriller,F
1028,35 mm,2008,80000000,Adventure,D
1029,Video,2008,160000000,Drama,D
1030,Uncompressed Digital,2008,160000000,Romance,F
1031,Uncompressed Digital,2008,160000000,Fantasy,F
1032,Uncompressed Digital,2008,160000000,Drama,F
1033,Uncompressed Digital,2008,160000000,Romance,D
1034,Uncompressed Digital,2008,160000000,Fantasy,D
1035,Uncompressed Digital,2008,160000000,Drama,D
1036,35 mm,2008,160000000,Romance,F
1037,35 mm,2008,160000000,Fantasy,F
1038,35 mm,2008,160000000,Drama,F
1039,35 mm,2008,160000000,Romance,D
1040,35 mm,2008,160000000,Fantasy,D
1041,35 mm,2008,160000000,Drama,D
1042,Video,2008,80000000,Comedy,F
1043,Video,2008,80000000,Adventure,F
1044,Video,2008,80000000,Action,F
1045,Video,2008,80000000,Comedy,D
1046,Video,2008,80000000,Adventure,D
1047,Video,2008,80000000,Action,D
1048,35 mm,2008,80000000,Comedy,F
1049,35 mm,2008,80000000,Adventure,F
1050,35 mm,2008,80000000,Action,F
1051,35 mm,2008,80000000,Comedy,D
1052,35 mm,2008,80000000,Action,D
1053,35 mm,2008,57500000,Drama,F
1054,Digital,2008,85000000,Fantasy,D
1055,Digital,2008,85000000,Family,D
1056,Digital,2008,180000000,Sci-Fi,D
1057,Digital,2008,180000000,Family,D
1058,Digital,2008,180000000,Animation,D
1059,Digital,2008,180000000,Adventure,D
1060,35 mm,2008,150000000,Sci-Fi,F
1061,35 mm,2008,150000000,Drama,F
1062,35 mm,2008,40000000,Thriller,F
1063,35 mm,2008,150000000,Crime,F
1064,35 mm,2008,150000000,Action,F
1065,35 mm,2008,185000000,Action,F
1066,35 mm,2008,185000000,Crime,F
1067,35 mm,2008,185000000,Drama,F
1068,35 mm,2008,185000000,Thriller,F
1069,65 mm,2008,185000000,Action,F
1070,65 mm,2008,185000000,Crime,F
1071,65 mm,2008,185000000,Drama,F
1072,65 mm,2008,185000000,Thriller,F
1073,35 mm,2008,186000000,Action,F
1074,35 mm,2008,186000000,Adventure,F
1075,35 mm,2008,186000000,Sci-Fi,F
1076,35 mm,2008,185000000,Action,F
1077,35 mm,2008,185000000,Adventure,F
1078,35 mm,2008,185000000,Fantasy,F
1079,Digital,2008,130000000,Action,D
1080,Digital,2008,130000000,Adventure,D
1081,Digital,2008,130000000,Animation,D
1082,Digital,2008,130000000,Comedy,D
1083,Digital,2008,85000000,Comedy,D
1084,Digital,2008,85000000,Animation,D
1085,Digital,2008,85000000,Adventure,D
1086,Video,2008,230000000,Thriller,F
1087,Video,2008,230000000,Adventure,F
1088,Video,2008,230000000,Action,F
1089,Video,2008,230000000,Thriller,D
1090,Video,2008,230000000,Adventure,D
1091,Video,2008,230000000,Action,D
1092,35 mm,2008,230000000,Thriller,F
1093,35 mm,2008,230000000,Adventure,F
1094,Video,2008,160000000,Fantasy,D
1095,35 mm,2008,230000000,Action,F
1096,35 mm,2008,230000000,Adventure,D
1097,35 mm,2008,230000000,Action,D
1098,Digital,2008,150000000,Family,D
1099,Digital,2008,150000000,Comedy,D
1100,Digital,2008,150000000,Animation,D
1101,Digital,2008,150000000,Adventure,D
1102,Digital,2008,150000000,Action,D
1103,35 mm,2008,37000000,Romance,F
1104,35 mm,2008,37000000,Fantasy,F
1105,35 mm,2008,37000000,Drama,F
1106,Digital,2008,130000000,Family,D
1107,35 mm,2008,230000000,Thriller,D
1108,Video,2008,160000000,Romance,D
1109,35 mm,2008,57500000,Comedy,F
1110,Video,2008,160000000,Fantasy,F
1111,Video,2008,35000000,Drama,D
1112,Video,2008,35000000,Crime,D
1113,35 mm,2008,35000000,Thriller,F
1114,35 mm,2008,35000000,Crime,F
1115,35 mm,2008,35000000,Thriller,D
1116,35 mm,2008,35000000,Drama,D
1117,35 mm,2008,35000000,Crime,D
1118,35 mm,2008,90000000,War,F
1119,35 mm,2008,90000000,Thriller,F
1120,35 mm,2008,90000000,History,F
1121,35 mm,2008,90000000,Drama,F
1122,35 mm,2008,26000000,Crime,F
1123,35 mm,2008,26000000,Comedy,F
1124,35 mm,2008,26000000,Action,F
1125,35 mm,2008,11000000,Romance,F
1126,35 mm,2008,11000000,Musical,F
1127,35 mm,2008,11000000,Music,F
1128,35 mm,2008,11000000,Family,F
1129,35 mm,2008,11000000,Drama,F
1130,35 mm,2008,11000000,Comedy,F
1131,35 mm,2008,20000000,Romance,F
1132,35 mm,2008,20000000,Family,F
1133,35 mm,2008,20000000,Drama,F
1134,Video,2008,35000000,Thriller,D
1135,Video,2008,35000000,Crime,F
1136,Video,2008,35000000,Drama,F
1137,Video,2008,35000000,Thriller,F
1138,Video,2008,25000000,Thriller,D
1139,35 mm,2008,80000000,Drama,F
1140,Video,2008,25000000,Sci-Fi,D
1141,Video,2008,25000000,Horror,D
1142,Video,2008,25000000,Action,D
1143,35 mm,2008,80000000,Sci-Fi,F
1144,35 mm,2008,80000000,Thriller,F
1145,Video,2008,160000000,Drama,F
1146,35 mm,2008,30000000,Comedy,F
1147,35 mm,2008,30000000,Romance,F
1148,35 mm,2008,82500000,Action,F
1149,35 mm,2008,20000000,Comedy,F
1150,35 mm,2008,82500000,Adventure,F
1151,35 mm,2008,82500000,Horror,F
1152,35 mm,2008,82500000,Sci-Fi,F
1153,35 mm,2008,40000000,Action,F
1154,35 mm,2008,40000000,Crime,F
1155,35 mm,2008,40000000,Drama,F
1156,35 mm,2008,82500000,Thriller,F
1157,35 mm,2008,82500000,Sci-Fi,F
1158,35 mm,2008,82500000,Adventure,F
1159,35 mm,2008,82500000,Action,F
1160,35 mm,2008,35000000,Romance,F
1161,35 mm,2008,35000000,Comedy,F
1162,35 mm,2008,82500000,Fantasy,F
1163,35 mm,2008,20000000,Adventure,F
1164,35 mm,2008,35000000,Drama,F
1165,35 mm,2008,105000000,History,F
1166,Video,2008,80000000,Comedy,F
1167,Video,2008,80000000,Romance,D
1168,Video,2008,80000000,Fantasy,D
1169,Video,2008,80000000,Family,D
1170,Video,2008,80000000,Comedy,D
1171,35 mm,2008,80000000,Romance,F
1172,35 mm,2008,80000000,Fantasy,F
1173,35 mm,2008,80000000,Family,F
1174,35 mm,2008,80000000,Comedy,F
1175,35 mm,2008,80000000,Romance,D
1176,35 mm,2008,80000000,Fantasy,D
1177,35 mm,2008,80000000,Family,D
1178,35 mm,2008,90000000,Comedy,F
1179,35 mm,2008,90000000,Action,F
1180,Digital,2008,150000000,Family,D
1181,Digital,2008,150000000,Drama,D
1182,Digital,2008,150000000,Comedy,D
1183,Digital,2008,150000000,Animation,D
1184,Digital,2008,150000000,Adventure,D
1185,35 mm,2008,80000000,Romance,F
1186,35 mm,2008,80000000,Drama,F
1187,35 mm,2008,80000000,Comedy,F
1188,Video,2008,160000000,Romance,F
1189,Video,2008,80000000,Family,F
1190,Video,2008,80000000,Fantasy,F
1191,35 mm,2008,80000000,Comedy,D
1192,35 mm,2008,175000000,Action,F
1193,35 mm,2008,80000000,Action,F
1194,35 mm,2008,80000000,Mystery,F
1195,35 mm,2008,80000000,Thriller,F
1196,35 mm,2008,65000000,Comedy,F
1197,35 mm,2008,90000000,Action,D
1198,35 mm,2008,90000000,Comedy,D
1199,Video,2008,45000000,Sci-Fi,D
1200,Video,2008,90000000,Action,D
1201,35 mm,2008,50000000,Comedy,F
1202,Video,2008,80000000,Romance,F
1203,35 mm,2008,105000000,Action,F
1204,35 mm,2008,105000000,Adventure,F
1205,35 mm,2008,105000000,Drama,F
1206,35 mm,2008,105000000,Fantasy,F
1207,Video,2008,90000000,Comedy,D
1208,Video,2008,45000000,Fantasy,D
1209,35 mm,2008,50000000,Romance,F
1210,35 mm,2008,175000000,Adventure,F
1211,35 mm,2008,175000000,Fantasy,F
1212,35 mm,2008,175000000,Horror,F
1213,Video,2008,45000000,Adventure,D
1214,Video,2008,45000000,Action,D
1215,Video,2008,45000000,Family,D
1216,35 mm,2008,175000000,Thriller,F
1217,35 mm,2009,16000000,Mystery,F
1218,35 mm,2009,10000000,Drama,F
1219,35 mm,2009,95000000,Drama,F
1220,35 mm,2009,95000000,Thriller,D
1221,35 mm,2009,95000000,Fantasy,D
1222,35 mm,2009,95000000,Drama,D
1223,35 mm,2009,0,Romance,F
1224,35 mm,2009,0,Family,F
1225,35 mm,2009,0,Comedy,F
1226,Video,2009,35000000,Fantasy,D
1227,Video,2009,35000000,Sci-Fi,D
1228,Video,2009,35000000,Adventure,D
1229,Video,2009,35000000,Action,D
1230,Redcode RAW,2009,35000000,Thriller,D
1231,Redcode RAW,2009,35000000,Sci-Fi,D
1232,Redcode RAW,2009,35000000,Fantasy,D
1233,Redcode RAW,2009,35000000,Adventure,D
1234,Redcode RAW,2009,35000000,Action,D
1235,Video,2009,60000000,Fantasy,D
1236,Video,2009,35000000,Thriller,D
1237,35 mm,2009,95000000,Fantasy,F
1238,Digital,2009,95000000,Fantasy,D
1239,Digital,2009,95000000,Drama,D
1240,35 mm,2009,16000000,Thriller,F
1241,Digital,2009,60000000,Adventure,D
1242,Digital,2009,60000000,Animation,D
1243,35 mm,2009,30000000,Thriller,F
1244,Digital,2009,60000000,Comedy,D
1245,Digital,2009,60000000,Family,D
1246,Digital,2009,60000000,Sci-Fi,D
1247,35 mm,2009,30000000,Horror,F
1248,35 mm,2009,16000000,Horror,F
1249,35 mm,2009,16000000,Drama,F
1250,35 mm,2009,95000000,Thriller,F
1251,,2009,60000000,Comedy,U
1252,Redcode RAW,2009,95000000,Thriller,F
1253,Redcode RAW,2009,95000000,Fantasy,F
1254,Redcode RAW,2009,95000000,Drama,F
1255,Redcode RAW,2009,95000000,Thriller,D
1256,Redcode RAW,2009,95000000,Fantasy,D
1257,Redcode RAW,2009,95000000,Drama,D
1258,Digital,2009,95000000,Thriller,F
1259,Digital,2009,95000000,Fantasy,F
1260,Digital,2009,95000000,Drama,F
1261,Digital,2009,95000000,Thriller,D
1262,,2009,60000000,Adventure,U
1263,Super 8mm,2009,27500000,Drama,F
1264,Video,2009,40000000,Horror,D
1265,35 mm,2009,100000000,Sci-Fi,F
1266,35 mm,2009,40000000,Family,F
1267,35 mm,2009,40000000,Drama,F
1268,35 mm,2009,40000000,Comedy,F
1269,35 mm,2009,17000000,Horror,F
1270,35 mm,2009,110000000,Thriller,F
1271,35 mm,2009,110000000,Crime,F
1272,35 mm,2009,110000000,Action,F
1273,Video,2009,40000000,Thriller,D
1274,35 mm,2009,50000000,Thriller,F
1275,35 mm,2009,50000000,Sci-Fi,F
1276,35 mm,2009,50000000,Fantasy,F
1277,35 mm,2009,50000000,Family,F
1278,35 mm,2009,50000000,Adventure,F
1279,35 mm,2009,50000000,Action,F
1280,35 mm,2009,20000000,Thriller,F
1281,35 mm,2009,20000000,Romance,F
1282,35 mm,2009,20000000,Drama,F
1283,35 mm,2009,40000000,Romance,F
1284,35 mm,2009,40000000,Comedy,F
1285,Redcode RAW,2009,60000000,Music,D
1286,Redcode RAW,2009,60000000,Documentary,D
1287,35 mm,2009,35000000,Family,F
1288,35 mm,2009,35000000,Comedy,F
1289,35 mm,2009,53000000,Thriller,F
1290,35 mm,2009,53000000,Drama,F
1291,35 mm,2009,53000000,Crime,F
1292,35 mm,2009,20000000,Horror,F
1293,35 mm,2009,40000000,Fantasy,F
1294,35 mm,2009,39000000,Drama,F
1295,35 mm,2009,39000000,Fantasy,F
1296,35 mm,2009,39000000,Romance,F
1297,35 mm,2009,100000000,Comedy,F
1298,35 mm,2009,100000000,Adventure,F
1299,35 mm,2009,35000000,Family,F
1300,35 mm,2009,35000000,Comedy,F
1301,Video,2009,14000000,Thriller,D
1302,Video,2009,14000000,Horror,D
1303,Redcode RAW,2009,14000000,Thriller,D
1304,Redcode RAW,2009,14000000,Horror,D
1305,Digital,2009,14000000,Thriller,D
1306,Digital,2009,14000000,Horror,D
1307,35 mm,2009,19000000,Drama,F
1308,35 mm,2009,19000000,Comedy,F
1309,35 mm,2009,72500000,Drama,F
1310,35 mm,2009,27500000,Drama,F
1311,35 mm,2009,72500000,Comedy,F
1312,35 mm,2009,0,Fantasy,F
1313,35 mm,2009,0,Comedy,F
1314,35 mm,2009,10000000,Thriller,F
1315,35 mm,2009,10000000,Mystery,F
1316,35 mm,2009,10000000,Horror,F
1317,35 mm,2009,10000000,Drama,F
